Tweet Text,DateTime (GMT/UTC),Date (GMT/UTC),Time (GMT/UTC),Day of Week (GMT/UTC),Account DateTime,Account Date,Account Time,Account Day of Week,Geo Location,Retweet Count,Favorite Count,Platform,Status URL
#Crayola Doodle Magic Color Mat w/ Ocean Stencils is 50% off on @amazon! http://t.co/qMbnxYiOuV #LightningDeals http://t.co/xB2RvFsZJ2,23/10/2014 21:00:14,23/10/2014,21:00:14,Thursday,23/10/2014 21:00:14,23/10/2014,21:00:14,Thursday,,2,8,Twitter Ads,http://www.twitter.com/Crayola/status/525391268751237120
#Crayola Doodle Magic Color Mat w/ Fairytale Stencil is 50% off on @amazon! http://t.co/qMbnxYiOuV #LightningDeals http://t.co/CPwjbHzxcB,23/10/2014 20:00:31,23/10/2014,20:00:31,Thursday,23/10/2014 20:00:31,23/10/2014,20:00:31,Thursday,,4,2,Twitter Ads,http://www.twitter.com/Crayola/status/525376239255560192
#Crayola Dry Erase Light-Up Board is 40% off on @amazon while supplies last! http://t.co/qMbnxYiOuV #LightningDeals http://t.co/nVI843K3pt,23/10/2014 18:00:11,23/10/2014,18:00:11,Thursday,23/10/2014 18:00:11,23/10/2014,18:00:11,Thursday,,1,4,Twitter Ads,http://www.twitter.com/Crayola/status/525345957416669185
"@argills, we agree! There are endless ways to create with Crayola!",23/10/2014 17:22:47,23/10/2014,17:22:47,Thursday,23/10/2014 17:22:47,23/10/2014,17:22:47,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/525336546711719938
"@CraziMomOf2Boys, we’d be happy to share the link! Be sure to check back throughout the day for more deals: http://t.co/qMbnxYiOuV",23/10/2014 17:20:24,23/10/2014,17:20:24,Thursday,23/10/2014 17:20:24,23/10/2014,17:20:24,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/525335946342838272
#Crayola Sketch Wizard is 40% off on @amazon while supplies last! #LightningDeals http://t.co/qMbnxYiOuV http://t.co/TYY27gMpAT,23/10/2014 17:00:15,23/10/2014,17:00:15,Thursday,23/10/2014 17:00:15,23/10/2014,17:00:15,Thursday,,3,2,Twitter Ads,http://www.twitter.com/Crayola/status/525330877048315904
#Crayola Color Wonder Mess Free Airbrush is 40% off on @amazon! #LightningDeals http://t.co/qMbnxYiOuV http://t.co/8hpPicqWq7,23/10/2014 16:00:10,23/10/2014,16:00:10,Thursday,23/10/2014 16:00:10,23/10/2014,16:00:10,Thursday,,1,3,Twitter Ads,http://www.twitter.com/Crayola/status/525315753969336320
.@meredithvieira - You’ve been Booed! Enjoy the sweet treats and Crayola goodies. #BooedByCrayola #Halloween,23/10/2014 15:00:13,23/10/2014,15:00:13,Thursday,23/10/2014 15:00:13,23/10/2014,15:00:13,Thursday,,0,3,Twitter Ads,http://www.twitter.com/Crayola/status/525300665883435010
#Crayola Marker Maker is 50% off on @amazon while supplies last! #LightningDeals http://t.co/qMbnxYiOuV http://t.co/p9QDIAJnAz,23/10/2014 15:00:06,23/10/2014,15:00:06,Thursday,23/10/2014 15:00:06,23/10/2014,15:00:06,Thursday,,2,7,Twitter Ads,http://www.twitter.com/Crayola/status/525300639295762433
#Crayola Paint Maker is 50% off on @amazon while supplies last! #LightningDeals http://t.co/qMbnxYiOuV http://t.co/ZffgN3O9vk,23/10/2014 14:00:15,23/10/2014,14:00:15,Thursday,23/10/2014 14:00:15,23/10/2014,14:00:15,Thursday,,4,5,Twitter Ads,http://www.twitter.com/Crayola/status/525285577852059648
"@six_so_special, happy coloring! We hope your little one feels better soon. :)",23/10/2014 13:30:49,23/10/2014,13:30:49,Thursday,23/10/2014 13:30:49,23/10/2014,13:30:49,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/525278168739872768
"@bigLsmallB, we're happy we could help make your spelling list more colorful!",23/10/2014 13:24:37,23/10/2014,13:24:37,Thursday,23/10/2014 13:24:37,23/10/2014,13:24:37,Thursday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/525276608416854016
.@KellyRipa &amp; @michaelstrahan - Boo! We hope our spooky treats help you get into the Halloween spirit! #BooedByCrayola,23/10/2014 10:30:11,23/10/2014,10:30:11,Thursday,23/10/2014 10:30:11,23/10/2014,10:30:11,Thursday,,3,5,Twitter Ads,http://www.twitter.com/Crayola/status/525232710432735232
.@GMA - Boo! Enjoy the treats and #Crayola swag on us. #Halloween #BooedByCrayola,23/10/2014 09:00:17,23/10/2014,09:00:17,Thursday,23/10/2014 09:00:17,23/10/2014,09:00:17,Thursday,,0,4,Twitter Ads,http://www.twitter.com/Crayola/status/525210088974204930
.@TheTodayShow - Boo! We hope you enjoy your basket of treats and Crayola swag! #Halloween #BooedByCrayola,23/10/2014 09:00:09,23/10/2014,09:00:09,Thursday,23/10/2014 09:00:09,23/10/2014,09:00:09,Thursday,,1,4,Twitter Ads,http://www.twitter.com/Crayola/status/525210055390404610
.@FoxandFriends you've been booed! Enjoy the Crayola swag! #BooedByCrayola #Halloween,23/10/2014 08:30:07,23/10/2014,08:30:07,Thursday,23/10/2014 08:30:07,23/10/2014,08:30:07,Thursday,,0,2,Twitter Ads,http://www.twitter.com/Crayola/status/525202497292341248
@amazon is running #LightningDeals tomorrow on our must-have toys. Follow our feed all day to get the special deals and save up to 50%!,22/10/2014 20:26:07,22/10/2014,20:26:07,Wednesday,22/10/2014 20:26:07,22/10/2014,20:26:07,Wednesday,,4,6,Twitter Web Client,http://www.twitter.com/Crayola/status/525020294982148096
@LaurenCondelli that’s no good! We want to make this right. Please DM us w/ the product style #. :),22/10/2014 15:01:21,22/10/2014,15:01:21,Wednesday,22/10/2014 15:01:21,22/10/2014,15:01:21,Wednesday,,0,1,Twitter Web Client,http://www.twitter.com/Crayola/status/524938563268644864
"@tselone,we like your skills! Keep up the good work. :)",22/10/2014 12:58:05,22/10/2014,12:58:05,Wednesday,22/10/2014 12:58:05,22/10/2014,12:58:05,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/524907546025291779
"@jenrab, we love his creativity! Glad he’s enjoying his Virtual Design Pro. Hope he follows his dreams. :)",22/10/2014 12:44:28,22/10/2014,12:44:28,Wednesday,22/10/2014 12:44:28,22/10/2014,12:44:28,Wednesday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/524904116305162240
"@splusmy, glad we could help! Happy coloring!",22/10/2014 12:40:08,22/10/2014,12:40:08,Wednesday,22/10/2014 12:40:08,22/10/2014,12:40:08,Wednesday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/524903026339770368
RT @Hallmark: Celebrating the hometown team tonight. Go @Royals! #CrownToCrown #TakeTheCrown #WorldSeries @CrownCenter http://t.co/W83UipGe…,22/10/2014 01:47:04,22/10/2014,01:47:04,Wednesday,22/10/2014 01:47:04,22/10/2014,01:47:04,Wednesday,,4,0,Twitter Web Client,http://www.twitter.com/Crayola/status/524738677805965312
Buy a custom crayon pack on http://t.co/ZpQ2WkjQtR &amp; use FRIENDS20 at checkout for a freebie! http://t.co/P3fXZnNQbo http://t.co/aLcvouQhpk,21/10/2014 16:06:58,21/10/2014,16:06:58,Tuesday,21/10/2014 16:06:58,21/10/2014,16:06:58,Tuesday,,6,10,Twitter Ads,http://www.twitter.com/Crayola/status/524592689677737985
"@ASHalmonte, we think they're awesome too! Keep up the creative work. :)",21/10/2014 14:39:23,21/10/2014,14:39:23,Tuesday,21/10/2014 14:39:23,21/10/2014,14:39:23,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/524570650191470593
"@i_am_otter, you can learn all about how to experience the magic of color @VisitCrayola! Or check out their website - http://t.co/OgMymOB3QL",21/10/2014 12:50:29,21/10/2014,12:50:29,Tuesday,21/10/2014 12:50:29,21/10/2014,12:50:29,Tuesday,,0,2,Twitter Web Client,http://www.twitter.com/Crayola/status/524543245746204672
"@mum1stdoctor2nd, @VisitCrayola is open today from 9:30 AM - 4:00 PM! We hope you have a colorful visit. :)",21/10/2014 12:22:04,21/10/2014,12:22:04,Tuesday,21/10/2014 12:22:04,21/10/2014,12:22:04,Tuesday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/524536093086330881
"@ChibbiNikki, we're so happy you received a quick reply! :)",21/10/2014 12:19:11,21/10/2014,12:19:11,Tuesday,21/10/2014 12:19:11,21/10/2014,12:19:11,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/524535367865618432
"@splusmy, no worries! “Bloom” is safe &amp; commonly occurs when oil in the paraffin wax seeps to the surface &amp; re-crystallizes :)",20/10/2014 20:26:42,20/10/2014,20:26:42,Monday,20/10/2014 20:26:42,20/10/2014,20:26:42,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/524295667510808577
"@Nigel_Chapman not quite sure why that might be! Try deleting the app, downloading again and Restoring Purchases w/ your purchasing account.",20/10/2014 14:32:37,20/10/2014,14:32:37,Monday,20/10/2014 14:32:37,20/10/2014,14:32:37,Monday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/524206557404618752
"@Nigel_Chapman, sorry to hear you’re having trouble! We recommend trying to restore the purchase by going to settings&gt; restore purchase.",20/10/2014 13:33:13,20/10/2014,13:33:13,Monday,20/10/2014 13:33:13,20/10/2014,13:33:13,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/524191608061693952
"@ASchnoebel, we like how she keeps busy!",20/10/2014 13:31:30,20/10/2014,13:31:30,Monday,20/10/2014 13:31:30,20/10/2014,13:31:30,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/524191179366096897
"@CindyMKane, you are so welcome! Congrats &amp; enjoy your prize!",20/10/2014 13:30:04,20/10/2014,13:30:04,Monday,20/10/2014 13:30:04,20/10/2014,13:30:04,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/524190815300501504
"@kurtseifried, no color, is no fun! We want to make this right for you &amp; your little one! Please DM us w/ your product style #. :)",20/10/2014 13:27:56,20/10/2014,13:27:56,Monday,20/10/2014 13:27:56,20/10/2014,13:27:56,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/524190278605762560
@LFChikarason we hope he had a colorful day @VisitCrayola!,20/10/2014 13:22:39,20/10/2014,13:22:39,Monday,20/10/2014 13:22:39,20/10/2014,13:22:39,Monday,,0,1,Twitter Web Client,http://www.twitter.com/Crayola/status/524188952639832064
RT @VisitCrayola: Color her answer YES! Congrats to Kyle and Maranda on the cutest proposal EVER at Crayola Experience!… http://t.co/MzTJU8…,18/10/2014 18:46:37,18/10/2014,18:46:37,Saturday,18/10/2014 18:46:37,18/10/2014,18:46:37,Saturday,,2,0,Twitter for iPhone,http://www.twitter.com/Crayola/status/523545703004786688
"Did you know that we make 1 billion crayons a year in Easton, PA? #BehindTheScenes #CrayolaFact http://t.co/fbOhTYmGF8",17/10/2014 16:30:14,17/10/2014,16:30:14,Friday,17/10/2014 16:30:14,17/10/2014,16:30:14,Friday,,4,14,Twitter Ads,http://www.twitter.com/Crayola/status/523148993077858304
"@sassy117, that's no good! We want to make this right! Feel free to DM us w/ your product style #. Can't wait to hear from you. :)",16/10/2014 17:06:06,16/10/2014,17:06:06,Thursday,16/10/2014 17:06:06,16/10/2014,17:06:06,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/522795634357579776
Vote for Paint Maker to win a @TimeToPlay People's Play Award in the Arts &amp; Crafts category! http://t.co/TnMYmTpQHi http://t.co/CoPJSV1NmP,16/10/2014 15:02:08,16/10/2014,15:02:08,Thursday,16/10/2014 15:02:08,16/10/2014,15:02:08,Thursday,,8,11,Twitter Ads,http://www.twitter.com/Crayola/status/522764436025511936
"@runwithwrink, we love the creativity! :)",16/10/2014 13:30:54,16/10/2014,13:30:54,Thursday,16/10/2014 13:30:54,16/10/2014,13:30:54,Thursday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/522741476305166336
"@Scorgo, thanks for reaching out! Find Visi-Max Dry Erase Markers &amp; more on our Crayola Canada store: http://t.co/28xLBDsCP4",16/10/2014 13:27:30,16/10/2014,13:27:30,Thursday,16/10/2014 13:27:30,16/10/2014,13:27:30,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/522740620712890368
Cheers to @Hallmark's home team! #Royals #WorldSeries http://t.co/ujr2SnMF7W,15/10/2014 23:28:16,15/10/2014,23:28:16,Wednesday,15/10/2014 23:28:16,15/10/2014,23:28:16,Wednesday,,4,5,Twitter for iPhone,http://www.twitter.com/Crayola/status/522529419068735488
"@cashmobstalbert, we like to get creative with our crayon names! :) Glad you think it's fancy!",15/10/2014 12:25:29,15/10/2014,12:25:29,Wednesday,15/10/2014 12:25:29,15/10/2014,12:25:29,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/522362626257330177
"@veromadrig, thanks for the info. Please DM us w/ your location so that we can point you in the right direction! :)",15/10/2014 12:10:57,15/10/2014,12:10:57,Wednesday,15/10/2014 12:10:57,15/10/2014,12:10:57,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/522358967297925121
"@veromadrig, we would love to gather more info! Please send us the style # located on the back of the package.",14/10/2014 20:26:00,14/10/2014,20:26:00,Tuesday,14/10/2014 20:26:00,14/10/2014,20:26:00,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/522121161786671104
"For colorful inspiration this season, visit our Creative Fall Pinterest Board! http://t.co/P3IE8fAYFq #Fall #DIY http://t.co/KqVstAV6T5",14/10/2014 15:30:08,14/10/2014,15:30:08,Tuesday,14/10/2014 15:30:08,14/10/2014,15:30:08,Tuesday,,7,8,Twitter Ads,http://www.twitter.com/Crayola/status/522046704019718144
"@ReeRosario, so glad you received it! We'll do a rain dance for you!",14/10/2014 13:05:01,14/10/2014,13:05:01,Tuesday,14/10/2014 13:05:01,14/10/2014,13:05:01,Tuesday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/522010185359839234
"@GeekyAusTeacher, glad we could add some color to your class and your windows! Have a colorful day!",14/10/2014 13:01:37,14/10/2014,13:01:37,Tuesday,14/10/2014 13:01:37,14/10/2014,13:01:37,Tuesday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/522009328543207424
"@TheSamiCone, it looks like you had a blast this weekend! Thanks for sharing your colorful memories w/ us. :)",13/10/2014 18:18:51,13/10/2014,18:18:51,Monday,13/10/2014 18:18:51,13/10/2014,18:18:51,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/521726777756880896
"@InnateAgency, we're so happy you broke them out to create the ocean blue! Thanks for sharing. :)",13/10/2014 18:11:32,13/10/2014,18:11:32,Monday,13/10/2014 18:11:32,13/10/2014,18:11:32,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/521724936503582721
"@AliciaMedinaArt, beautiful painting! Thank you for sharing your melted crayon masterpiece!",13/10/2014 14:24:57,13/10/2014,14:24:57,Monday,13/10/2014 14:24:57,13/10/2014,14:24:57,Monday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/521667913757888513
"@mjtlbarrie, so happy you love our DigiTools Deluxe Pack!",13/10/2014 14:05:23,13/10/2014,14:05:23,Monday,13/10/2014 14:05:23,13/10/2014,14:05:23,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/521662991427571713
"@Tleemo, that's not fun! We want to make this right. DM us w/ your full mailing address. Can't wait to hear from you!",13/10/2014 13:56:29,13/10/2014,13:56:29,Monday,13/10/2014 13:56:29,13/10/2014,13:56:29,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/521660751845416960
"1885-we helped BF Goodrich create a stronger tire by using our Carbon Black! Before that, tires were white. #TBT http://t.co/79RQBoaa6z",09/10/2014 20:30:06,09/10/2014,20:30:06,Thursday,09/10/2014 20:30:06,09/10/2014,20:30:06,Thursday,,10,7,Twitter Ads,http://www.twitter.com/Crayola/status/520310257159897088
"@ashtonzmommi, we'd love to point you in the right direction! Feel free to DM us w/ your contact info.",08/10/2014 15:43:59,08/10/2014,15:43:59,Wednesday,08/10/2014 15:43:59,08/10/2014,15:43:59,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/519875862892511232
"@josiahwyk, thanks for the love. :)",08/10/2014 12:14:23,08/10/2014,12:14:23,Wednesday,08/10/2014 12:14:23,08/10/2014,12:14:23,Wednesday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/519823116512407552
Visit our new shop for exclusive merchandise! Use FRIENDS20 for a free gift w/ purchase. http://t.co/mQFhlI2SpO http://t.co/5vnaHKH0mq,07/10/2014 16:30:05,07/10/2014,16:30:05,Tuesday,07/10/2014 16:30:05,07/10/2014,16:30:05,Tuesday,,6,13,Twitter Ads,http://www.twitter.com/Crayola/status/519525077050613760
"@UglyRobotDev, great question! Red violet has more purple tones, while violet red creates a red tone. We hope this helps!",07/10/2014 12:06:45,07/10/2014,12:06:45,Tuesday,07/10/2014 12:06:45,07/10/2014,12:06:45,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/519458807970140161
"Whether it's an eyeball wreath or melted crayon candles, get inspired! #Halloween #MadeWithCrayola http://t.co/bVMABluavC",06/10/2014 23:00:04,06/10/2014,23:00:04,Monday,06/10/2014 23:00:04,06/10/2014,23:00:04,Monday,,12,15,Twitter Ads,http://www.twitter.com/Crayola/status/519260830622167041
"@JayTeeWri, we want to help! Do you have the packaging? If so, what's the style #, located above the UPC? :)",06/10/2014 13:41:10,06/10/2014,13:41:10,Monday,06/10/2014 13:41:10,06/10/2014,13:41:10,Monday,,0,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/519120182317305857
"@User77630, that doesn't look like fun! Feel free to DM us w/ the style #, located on the packaging, and your full mailing address. :)",06/10/2014 13:11:40,06/10/2014,13:11:40,Monday,06/10/2014 13:11:40,06/10/2014,13:11:40,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/519112756188831744
"@EarlDiz, feel free to DM us w/ your full mailing address. :)",06/10/2014 12:25:42,06/10/2014,12:25:42,Monday,06/10/2014 12:25:42,06/10/2014,12:25:42,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/519101189162430465
"@luvsallaroundme, great question! There might not have been pretty pink but you might love our carnation pink or tickle me pink!",03/10/2014 19:53:38,03/10/2014,19:53:38,Friday,03/10/2014 19:53:38,03/10/2014,19:53:38,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/518126752988545024
DL Virtual Design Pro Fashion or Car app &amp; share your template for a chance to win! http://t.co/Jloj8WUKf2 #sweeps http://t.co/aL9aFN3zFi,03/10/2014 16:00:01,03/10/2014,16:00:01,Friday,03/10/2014 16:00:01,03/10/2014,16:00:01,Friday,,5,15,Twitter Ads,http://www.twitter.com/Crayola/status/518067959894257667
Thanks to all who shared their #FavoriteCrayolaColor. Here are some of the most popular colors chosen by you! http://t.co/ky6HUu3Pto,03/10/2014 13:37:31,03/10/2014,13:37:31,Friday,03/10/2014 13:37:31,03/10/2014,13:37:31,Friday,,18,28,Twitter Ads,http://www.twitter.com/Crayola/status/518032097605201921
"@Justin21689181, great question! We don't condone our crayons being used this way. They haven't been tested for this use and may cause harm.",02/10/2014 12:00:35,02/10/2014,12:00:35,Thursday,02/10/2014 12:00:35,02/10/2014,12:00:35,Thursday,,2,3,Wilke Global SMART,http://www.twitter.com/Crayola/status/517645318565793792
"@Christman24, looks like you had a colorful morning!",01/10/2014 15:07:58,01/10/2014,15:07:58,Wednesday,01/10/2014 15:07:58,01/10/2014,15:07:58,Wednesday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/517330083506176001
"@haimagcon, we are happy to help! Feel free to check out our history, here: http://t.co/50PENEsdYl Hope this helps! :)",01/10/2014 12:57:36,01/10/2014,12:57:36,Wednesday,01/10/2014 12:57:36,01/10/2014,12:57:36,Wednesday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/517297277505781760
"@EarlDiz, thanks for the info! Can you share your experience with the DLD? We want to make this right!",01/10/2014 12:51:05,01/10/2014,12:51:05,Wednesday,01/10/2014 12:51:05,01/10/2014,12:51:05,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/517295639294517248
Today is the last day to share your #FavoriteCrayolaColor with us! #Sweeps http://t.co/oq9sxP5qlE http://t.co/AH7ODwQ75W,01/10/2014 12:30:06,01/10/2014,12:30:06,Wednesday,01/10/2014 12:30:06,01/10/2014,12:30:06,Wednesday,,56,43,Twitter Ads,http://www.twitter.com/Crayola/status/517290357197795328
"@PineGroveMiddle, we're glad we could make your class more colorful!",30/09/2014 18:09:10,30/09/2014,18:09:10,Tuesday,30/09/2014 18:09:10,30/09/2014,18:09:10,Tuesday,,1,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/517013297942786048
"@KirstenCluff, we're just as happy as you are! Hope you enjoy them. :)",30/09/2014 13:44:00,30/09/2014,13:44:00,Tuesday,30/09/2014 13:44:00,30/09/2014,13:44:00,Tuesday,,1,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/516946567287156738
"@EarlDiz, we want to help! What's the style #, located on the package?",30/09/2014 13:32:37,30/09/2014,13:32:37,Tuesday,30/09/2014 13:32:37,30/09/2014,13:32:37,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/516943701109522432
Share your colored Virtual Design Pro Fashion and Car templates for a chance to win! #Sweeps http://t.co/dURNbkOS8V http://t.co/SKJXLc0RAS,29/09/2014 18:04:17,29/09/2014,18:04:17,Monday,29/09/2014 18:04:17,29/09/2014,18:04:17,Monday,,42,74,Twitter Web Client,http://www.twitter.com/Crayola/status/516649681758453760
"@sayhup,we're sorry you took offense to this! The name Indian Red originated from a pigment found near India,used mostly in oil paintings.",29/09/2014 12:53:40,29/09/2014,12:53:40,Monday,29/09/2014 12:53:40,29/09/2014,12:53:40,Monday,,5,8,Wilke Global SMART,http://www.twitter.com/Crayola/status/516571511985930240
Tell us your #FavoriteCrayolaColor before the sweeps is over! http://t.co/229VsCkhe5 http://t.co/fEqspvpMIf,26/09/2014 17:10:51,26/09/2014,17:10:51,Friday,26/09/2014 17:10:51,26/09/2014,17:10:51,Friday,,47,46,Hootsuite,http://www.twitter.com/Crayola/status/515549070925242368
"This ad may be 55 years old, but the message is still true today! #TBT #BackToSchool http://t.co/pJ12alaUNK",25/09/2014 23:40:20,25/09/2014,23:40:20,Thursday,25/09/2014 23:40:20,25/09/2014,23:40:20,Thursday,,19,15,Hootsuite,http://www.twitter.com/Crayola/status/515284698579607552
"@natiakers, we hope you have a colorful day @VisitCrayola!",25/09/2014 14:04:20,25/09/2014,14:04:20,Thursday,25/09/2014 14:04:20,25/09/2014,14:04:20,Thursday,,1,2,Twitter Web Client,http://www.twitter.com/Crayola/status/515139742837768193
Our CEO Mike Perry w/ @Hallmark's CEO Don Hall Jr. celebrating 30 years of partnership! Proud to be #PartOfTheFamily. http://t.co/bYv1gRmArG,23/09/2014 20:44:59,23/09/2014,20:44:59,Tuesday,23/09/2014 20:44:59,23/09/2014,20:44:59,Tuesday,,14,19,Twitter Web Client,http://www.twitter.com/Crayola/status/514515796174057472
Celebrate the first day of autumn by creating a leaf catcher! http://t.co/NAK8XW1lF1 #MadeWithCrayola #happyfall http://t.co/n3lo2oy8pI,23/09/2014 14:46:35,23/09/2014,14:46:35,Tuesday,23/09/2014 14:46:35,23/09/2014,14:46:35,Tuesday,,21,10,Twitter Web Client,http://www.twitter.com/Crayola/status/514425599470092288
"@ohioMom10, not to worry, we can fix this! DM us w/ your full name &amp; mailing address. :)",22/09/2014 16:20:01,22/09/2014,16:20:01,Monday,22/09/2014 16:20:01,22/09/2014,16:20:01,Monday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/514086724352241664
"It's Keep #Kids #Creative Week! To celebrate, our friend @Denyss1's kids are creating artwork w/ our Washable #Paint. http://t.co/mBOQpE1hcR",22/09/2014 14:10:37,22/09/2014,14:10:37,Monday,22/09/2014 14:10:37,22/09/2014,14:10:37,Monday,,12,5,Hootsuite,http://www.twitter.com/Crayola/status/514054162074861569
Tell us your #FavoriteCrayolaColor &amp; enter to win $100 &amp; a custom 64 ct pack of the crayon! http://t.co/229VsCkhe5 http://t.co/5rBPn6SGDY,20/09/2014 15:15:12,20/09/2014,15:15:12,Saturday,20/09/2014 15:15:12,20/09/2014,15:15:12,Saturday,,72,65,Hootsuite,http://www.twitter.com/Crayola/status/513345637807828993
Share your #FavoriteCrayolaColor &amp; enter to win $100 &amp; a custom 64 count crayon pack! http://t.co/229VsCkhe5 #sweeps http://t.co/BMJXwZ78DE,18/09/2014 13:22:35,18/09/2014,13:22:35,Thursday,18/09/2014 13:22:35,18/09/2014,13:22:35,Thursday,,223,153,Twitter Web Client,http://www.twitter.com/Crayola/status/512592521764306944
"@LivinCarolina, this link has everything you need to know about sealing your air dry clay. :) http://t.co/MYSKEzzutJ",17/09/2014 16:04:46,17/09/2014,16:04:46,Wednesday,17/09/2014 16:04:46,17/09/2014,16:04:46,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/512270947278016512
"@Claire_A_BelleH, we work w/ Good360 for product donations. Feel free to contact them at http://t.co/ytRBAsEMtU to learn more. :)",17/09/2014 12:12:42,17/09/2014,12:12:42,Wednesday,17/09/2014 12:12:42,17/09/2014,12:12:42,Wednesday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/512212545780740096
"@MyBabyStuff, we'd love to point you in the right direction! Feel free to send us a DM.",15/09/2014 17:58:48,15/09/2014,17:58:48,Monday,15/09/2014 17:58:48,15/09/2014,17:58:48,Monday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/511574872942575616
"@ReeRosario, that definitely helps! Did you know @VisitCrayola has a Twitter? They should be able to help! :)",15/09/2014 15:22:02,15/09/2014,15:22:02,Monday,15/09/2014 15:22:02,15/09/2014,15:22:02,Monday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/511535420652670976
"@ReeRosario, we're sorry to hear this! We want to make this right. What's the style #, located on the packaging?",15/09/2014 13:06:54,15/09/2014,13:06:54,Monday,15/09/2014 13:06:54,15/09/2014,13:06:54,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/511501412996358144
"@smiley_meileeee, the word negro ~ pronounced ""nay-gro"" is the literal Spanish translation for the word black.We hope this helps!",15/09/2014 12:35:42,15/09/2014,12:35:42,Monday,15/09/2014 12:35:42,15/09/2014,12:35:42,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/511493560932134912
"@smiley_meileeee, we're sorry you've taken offense! We worked w/ specialists to determine the most accurate color translations.",15/09/2014 12:35:27,15/09/2014,12:35:27,Monday,15/09/2014 12:35:27,15/09/2014,12:35:27,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/511493498277609472
"@tfwjess, there may not be purple, but violet can be found in your 36-count pack. :)",15/09/2014 12:27:50,15/09/2014,12:27:50,Monday,15/09/2014 12:27:50,15/09/2014,12:27:50,Monday,,2,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/511491582256615424
"@ryanol, that doesn't sound fun! We want to make this right, so DM us w/ your full mailing address.",15/09/2014 12:18:04,15/09/2014,12:18:04,Monday,15/09/2014 12:18:04,15/09/2014,12:18:04,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/511489121735286784
"@jessmann11, we hope you and your little one found buried treasure!",15/09/2014 12:14:19,15/09/2014,12:14:19,Monday,15/09/2014 12:14:19,15/09/2014,12:14:19,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/511488180789325824
